,ASIN,seller,seller_link,ratings,best_sellers_rank,link_to_all_reviews
5726,B08B8XVBM6,,,4.1 out of 5 stars,#278 in Over-Ear Headphones,/Jabra-Evolve2-Wireless-Headphones-Link380a/product-reviews/B08B8XVBM6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5727,B08GZ6ZPM1,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.0 out of 5 stars,"#9,982 in Earbud & In-Ear Headphones",
5728,B00524NXJ4,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.3 out of 5 stars,"#1,234 in Stereo 1/4-inch & 1/8-inch Jack Cables",https://www.amazon.com/Replacement-Headphone-Audio-Cable-Classic/product-reviews/B00524NXJ4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5729,B074W8FN7G,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,3.4 out of 5 stars,"#24,614 in Audio Headphones",
5730,B0024NK35S,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.5 out of 5 stars,#762 in Over-Ear Headphones,https://www.amazon.com/beyerdynamic-880-Premium-600-Headphones/product-reviews/B0024NK35S/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5731,B00OMDMDZQ,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,3.9 out of 5 stars,"#2,039 in Over-Ear Headphones",
5732,B06ZZCV9DR,,,3.8 out of 5 stars,"#2,410 in Over-Ear Headphones #6,421 in Earbud & In-Ear Headphones",
5733,B07DJ5X81T,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.2 out of 5 stars,"#6,025 in Headphone Earpads",https://www.amazon.com/XCESSOR-Silicone-Replacement-Earphone-Headphones/product-reviews/B07DJ5X81T/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5734,B072V1LYX1,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.5 out of 5 stars,"#5,365 in Headphone Cases",https://www.amazon.com/elago-AirPods-Hang-Case-White/product-reviews/B072V1LYX1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5735,B085PPYY4D,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,3.8 out of 5 stars,"#12,455 in Earbud & In-Ear Headphones",https://www.amazon.com/Earphones-Headphones-Detachable-Sweatproof-Cancellation/product-reviews/B085PPYY4D/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5736,B07VY9BG7L,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.2 out of 5 stars,"#8,294 in Earbud & In-Ear Headphones",
5737,B00WREKXEU,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,3.4 out of 5 stars,"#5,007 in Earbud & In-Ear Headphones",https://www.amazon.com/Fosmon-Earphone-Headphones-Microphone-iPhone/product-reviews/B00WREKXEU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5738,B08J7SQ4MW,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.3 out of 5 stars,"#1,550 in Earbud & In-Ear Headphones",
5739,B071XHDBTL,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.2 out of 5 stars,"#4,670 in Earbud & In-Ear Headphones",https://www.amazon.com/Bluetooth-Headphone-SAVFY-Wireless-Magnetic/product-reviews/B071XHDBTL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5740,B07L1RQDJM,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.2 out of 5 stars,#170 in Earbud & In-Ear Headphones,https://www.amazon.com/earphone-Stereo-Earbud-Headphones-Colors/product-reviews/B07L1RQDJM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5741,B08JYSC56D,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.1 out of 5 stars,#113 in Computer Headsets,
5742,B089KS9F1T,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.1 out of 5 stars,#37 in Computer Headsets,
5743,,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,,"#6,810 in Earbud & In-Ear Headphones",
5744,B07PTYDZSD,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,3.8 out of 5 stars,"#7,603 in Earbud & In-Ear Headphones",https://www.amazon.com/TCL-Actv100-Isolating-Sweatproof-Headphones/product-reviews/B07PTYDZSD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5745,B07JZ82FD4,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.5 out of 5 stars,,https://www.amazon.com/Krone-Kalpasmos-Replacement-Beach-Stealth-Sennheiser/product-reviews/B07JZ82FD4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5746,B087CRSZ15,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,3.5 out of 5 stars,"#5,664 in Earbud & In-Ear Headphones",
5747,B00U12AOV2,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.7 out of 5 stars,"#1,004 in Headphone Earpads",
5748,B087QGMFVZ,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.2 out of 5 stars,,https://www.amazon.com/Bluetooth-Nintendo-Supports-Transmitter-Headphones/product-reviews/B087QGMFVZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5749,B01N2U7EHW,,,3.9 out of 5 stars,"#2,929 in Over-Ear Headphones",
5750,B07N4JTPT9,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.6 out of 5 stars,#172 in Headphone Earpads,https://www.amazon.com/Replacement-Earphone-Plantronics-Bluetooth-Headphone/product-reviews/B07N4JTPT9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5751,B08CSKLRRD,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.4 out of 5 stars,"#1,598 in Over-Ear Headphones",
5752,,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,,"#11,276 in Earbud & In-Ear Headphones",
5753,B00BN0N0LW,,,4.3 out of 5 stars,"#2,934 in Over-Ear Headphones",/Sony-MDRZX100-Stereo-Headphones-Blue/product-reviews/B00BN0N0LW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5754,B07BPJXHH3,,,4.0 out of 5 stars,"#3,385 in Over-Ear Headphones",/Audio-Technica-ATH-WS660BTBRD-Bluetooth-Wireless-Headphones/product-reviews/B07BPJXHH3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5755,B007EDAPIS,,,4.6 out of 5 stars,"#248,725 in Electronics ( See Top 100 in Electronics ) #1,823 in Audio Component Amplifiers",
5756,B08PKJKJF2,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,3.8 out of 5 stars,#952 in On-Ear Headphones,
5757,B07H1RPYFN,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,3.6 out of 5 stars,"#1,117 in Earbud & In-Ear Headphones",
5758,B08C2G18ZL,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,3.5 out of 5 stars,"#13,733 in Earbud & In-Ear Headphones",
5759,B0855M9MXW,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,3.3 out of 5 stars,"#3,261 in Over-Ear Headphones",
5760,B07MVX7KHR,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.0 out of 5 stars,"#7,580 in Over-Ear Headphones",
5761,B07HV8R81B,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.1 out of 5 stars,"#4,883 in Earbud & In-Ear Headphones",
5762,B002DP8IEK,,,4.6 out of 5 stars,"#26,232 in Musical Instruments ( See Top 100 in Musical Instruments ) #62 in Recording Headphone Audio Monitors",/Shure-SRH840-Professional-Monitoring-Headphones/product-reviews/B002DP8IEK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5763,B07PP5YB4D,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,3.8 out of 5 stars,"#7,157 in Earbud & In-Ear Headphones",https://www.amazon.com/TCL-ELIT200NC-Cancelling-Bluetooth-Headphones/product-reviews/B07PP5YB4D/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5764,B08DJ5PTXG,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.1 out of 5 stars,"#1,522 in Over-Ear Headphones",
5765,B08NJX6Q1W,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,3.7 out of 5 stars,"#1,106 in Headphone Adapters",
5766,B08KY2Q4MZ,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.0 out of 5 stars,"#2,449 in Stereo 1/4-inch & 1/8-inch Jack Cables",
5767,B01H1QM5LW,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,,,https://www.amazon.com/CERRXIAN-Degree-Female-Extension-Coiled/product-reviews/B01H1QM5LW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5768,B088GYLL3B,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.4 out of 5 stars,"#4,072 in Video Games ( See Top 100 in Video Games ) #16 in Sega Genesis Games, Consoles & Accessories #142 in PlayStation 4 Headsets",
5769,B0811WG8FF,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,3.8 out of 5 stars,"#13,284 in Video Games ( See Top 100 in Video Games ) #293 in PlayStation 4 Headsets #2,372 in PC Accessories",
5770,B08B8XVBM6,,,4.1 out of 5 stars,#278 in Over-Ear Headphones,/Jabra-Evolve2-Wireless-Headphones-Link380a/product-reviews/B08B8XVBM6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5771,B08DJ34QQ2,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.8 out of 5 stars,#51 in Over-Ear Headphones,
5772,B08B8XVBM6,,,4.1 out of 5 stars,#278 in Over-Ear Headphones,/Jabra-Evolve2-Wireless-Headphones-Link380a/product-reviews/B08B8XVBM6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5773,B08DJ34QQ2,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.8 out of 5 stars,#51 in Over-Ear Headphones,
5774,B00JFHDJTI,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.5 out of 5 stars,"#768 in On-Ear Headphones #1,288 in Over-Ear Headphones",https://www.amazon.com/Skullcandy-Crusher-Headphones-Amplifier-Microfloral/product-reviews/B00JFHDJTI/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5775,B07C4YZXWJ,,,4.3 out of 5 stars,"#1,968 in On-Ear Headphones",/Marshall-Major-Headphones-Black-04092182/product-reviews/B07C4YZXWJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5776,B07V4QWHWJ,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.4 out of 5 stars,#181 in Headphone Adapters,https://www.amazon.com/WIKIPro-Lightning-Certified-Speaker-Headphone/product-reviews/B07V4QWHWJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5777,B07B4PDF6K,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.4 out of 5 stars,"#2,149 in Amazon Launchpad ( See Top 100 in Amazon Launchpad ) #214 in Amazon Launchpad Electronics #805 in Earbud & In-Ear Headphones",https://www.amazon.com/MEE-audio-Detachable-Universal-Fit-Noise-Isolating/product-reviews/B07B4PDF6K/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5778,B08CYY4F1K,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.7 out of 5 stars,"#43,696 in Video Games ( See Top 100 in Video Games ) #449 in Xbox One Headsets #4,286 in PlayStation 4 Accessories",
5779,B07NHTCQW5,,,3.9 out of 5 stars,"#5,347 in Earbud & In-Ear Headphones",/JVC-Marshmallow-Headphones-Resistance-Earpieces/product-reviews/B07NHTCQW5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5780,B074CFGG8G,,,4.4 out of 5 stars,"#2,347 in Earbud & In-Ear Headphones",/headphone-earpieces-included-JVC-HAFX7D/product-reviews/B074CFGG8G/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5781,B01JZWNK32,,,4.1 out of 5 stars,"#4,663 in Musical Instruments ( See Top 100 in Musical Instruments ) #182 in Microphone Cables",/LyxPro-Connects-Professional-Microphones-Headphones/product-reviews/B01JZWNK32/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5782,,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,,,
5783,B00O99E98C,,,3.8 out of 5 stars,"#2,816 in Over-Ear Headphones",
5784,B08LN1J229,,,4.3 out of 5 stars,#183 in Earbud & In-Ear Headphones,
5785,B06XK4YPPP,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.1 out of 5 stars,"#4,608 in Earbud & In-Ear Headphones",https://www.amazon.com/LGT-Headphones-Smartphones-Hands-Free-Electronics/product-reviews/B06XK4YPPP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5786,B08HCKXYBM,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.4 out of 5 stars,"#3,913 in Headphone Earpads",
5787,B089KS9F1T,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.1 out of 5 stars,#37 in Computer Headsets,
5788,B07Z9VTW85,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,3.8 out of 5 stars,"#5,694 in Earbud & In-Ear Headphones",
5789,B07MP4HT95,,,4.5 out of 5 stars,#14 in Computer Headsets,/Logitech-G935-Wireless-DTS-LIGHTSYNC/product-reviews/B07MP4HT95/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5790,B078N68FZ6,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,,,https://www.amazon.com/Tiandirenhe-Replacement-Sennheiser-Headphone-Earphone/product-reviews/B078N68FZ6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5791,B00005N6KG,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.3 out of 5 stars,"#10,157 in Earbud & In-Ear Headphones",https://www.amazon.com/Sony-MDR-W08L-Vertical-In-The-Ear-Headphones/product-reviews/B00005N6KG/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5792,B08JYSC56D,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.1 out of 5 stars,#113 in Computer Headsets,
5793,B07H1RPYFN,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,3.6 out of 5 stars,"#1,117 in Earbud & In-Ear Headphones",
5794,B00172T3Q2,,,4.4 out of 5 stars,"#1,417 in On-Ear Headphones",/Sony-MDR-222KD-Childrens-Headphones-Black/product-reviews/B00172T3Q2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5795,B07VT28R67,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.4 out of 5 stars,#836 in Video Games ( See Top 100 in Video Games ) #53 in PC Game Headsets #192 in Legacy Systems,https://www.amazon.com/ABKONCORE-Cancelling-Comfortable-Headphones-Controller/product-reviews/B07VT28R67/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5796,B07W493FGV,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.2 out of 5 stars,#444 in Telephone Headsets,
5797,B07VGTH85H,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,3.6 out of 5 stars,"#6,823 in Earbud & In-Ear Headphones",
5798,B08SBXHYYF,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,3.0 out of 5 stars,"#23,401 in Video Games ( See Top 100 in Video Games ) #725 in PC Game Headsets",
5799,B08BRFBZZ3,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.2 out of 5 stars,"#1,998 in Stereo 1/4-inch & 1/8-inch Jack Cables",https://www.amazon.com/PowerLocus-Extension-Microphone-Headphones-Speakers/product-reviews/B08BRFBZZ3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5800,B08FRJ54QD,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,3.8 out of 5 stars,"#8,278 in Earbud & In-Ear Headphones",
5801,B07QNNBM7P,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,3.6 out of 5 stars,"#16,118 in Earbud & In-Ear Headphones",
5802,B08B8XVBM6,,,4.1 out of 5 stars,#278 in Over-Ear Headphones,/Jabra-Evolve2-Wireless-Headphones-Link380a/product-reviews/B08B8XVBM6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5803,B08LNHKCBH,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,5.0 out of 5 stars,#162 in External Sound Cards,
5804,B0185J5IPY,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.2 out of 5 stars,"#3,522 in Over-Ear Headphones #9,896 in Earbud & In-Ear Headphones",https://www.amazon.com/JBL-E10BLKNP-Synchros-Headphones-Black/product-reviews/B0185J5IPY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5805,B08VHDWZ1V,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,3.5 out of 5 stars,"#3,337 in Earbud & In-Ear Headphones",
5806,B07SPSR1Z6,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.0 out of 5 stars,"#4,075 in Headphone Adapters",
5807,B08PKJKJF2,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,3.8 out of 5 stars,#952 in On-Ear Headphones,
5808,B08Y5GT547,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,5.0 out of 5 stars,#128 in Stereo 1/4-inch & 1/8-inch Jack Cables,
5809,B08P6X2J4T,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,3.8 out of 5 stars,"#8,497 in Earbud & In-Ear Headphones",
5810,B08LTFM2SY,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.6 out of 5 stars,"#7,140 in Stereo 1/4-inch & 1/8-inch Jack Cables",
5811,B08GSBTZ95,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.4 out of 5 stars,"#4,526 in Earbud & In-Ear Headphones",
5812,B07H1RPYFN,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,3.6 out of 5 stars,"#1,117 in Earbud & In-Ear Headphones",
5813,B0083DPIIA,,,4.1 out of 5 stars,"#5,739 in Over-Ear Headphones",/Edifier-H850-Edifier-H850-Wired-Over-Ear-Noise-Cancelling-Headphones-Black/product-reviews/B0083DPIIA/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5814,B08MPVJ9GT,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,3.7 out of 5 stars,"#2,286 in Headphone Adapters",
5815,B081X98BNV,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,3.5 out of 5 stars,#91 in MP3 Player Bluetooth Transmitters,https://www.amazon.com/Wireless-Headphones-Transmitter-BANIGIPA-Bluetooth/product-reviews/B081X98BNV/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
5816,B08PB7Z2YF,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,3.7 out of 5 stars,"#1,094 in Earbud & In-Ear Headphones",
5817,B08DJ34QQ2,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.8 out of 5 stars,#51 in Over-Ear Headphones,
5818,B088FRDMHY,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,2.2 out of 5 stars,"#8,925 in Earbud & In-Ear Headphones",
5819,B07S6KWBV6,,,3.9 out of 5 stars,"#2,218 in Over-Ear Headphones",
