,ASIN,product_name,item_model_nr,package_dimensions,product_dimensions,best_sellers_rank,ratings,rating_details,batteries,date_first_available,discontinued_by_mfg,seller,seller_link,freq_bought,link_to_all_reviews
326,B01MYQF0XI,Klipsch X12 Bluetooth Neckband Headphones (Brown Leather),X12 Neckband Brown,,7.87 x 6.88 x 1.29 ,"#7,315 in Earbud & In-Ear Headphones",3.7,"[{'info': '3.8 out of 5 stars', 'value': '67 ratings'}]",2 Lithium ion batteries required. (included),"November 22, 2016",No, Klipsch,/stores/Klipsch/page/4EE1E351-44E9-487A-B65F-92CCEB62C19A?ref_=ast_bln,"[{'info': 'Klipsch T5 True Wireless Headphones, Silver', 'value': '/Klipsch-T5-True-Wireless-Headphones/dp/B07QXLQT34/ref=pd_day0fbt_2/134-8690527-2015416?_encoding=UTF8&pd_rd_i=B07QXLQT34&pd_rd_r=268701a6-0bd1-4893-aeca-1b9e8ff9b35f&pd_rd_w=o0vGS&pd_rd_wg=kbHys&pf_rd_p=6a05ef20-9a93-4152-93b4-38b758e10220&pf_rd_r=RDCVYAEG1HQ7WNHBJ60Z&psc=1&refRID=RDCVYAEG1HQ7WNHBJ60Z'}]",/Klipsch-X12-Neckband-Headphones-Brown/product-reviews/B01MYQF0XI/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
327,B01N0EDSGY,Artix RS7 Sports Foldable Bluetooth on Ear Headphones with 3.5mm Cable - Blue,RS7_blue,,7.1 x 6.8 x 3 ,,,"[{'info': '4.2 out of 5 stars', 'value': '133 ratings'}]",1 Lithium ion batteries required.,"November 16, 2016",No,7thContinent,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1H3J68XZ5X5W7&isAmazonFulfilled=1,"[{'info': 'PeohZarr On-Ear Headphones with Microphone, Lightweight Folding Stereo Bass Headphones with 1.5M…', 'value': '/PeohZarr-Headphones-Microphone-Lightweight-Smartphone/dp/B07SHH37M6/ref=pd_bxgy_2/141-1198499-0774624?_encoding=UTF8&pd_rd_i=B07SHH37M6&pd_rd_r=6f79ed51-8cbb-4a36-9876-ca75cbf65d9f&pd_rd_w=dmLHE&pd_rd_wg=WBrnm&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=YJWVV4Y8CE5RJBRC1GSA&psc=1&refRID=YJWVV4Y8CE5RJBRC1GSA'}]",https://www.amazon.com/Artix-Sports-Foldable-Bluetooth-Headphones/product-reviews/B01N0EDSGY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
328,B01N0H3FYQ,"Bluetooth Headset, Riwbox AB005 Wireless Headphones 5.0 with Microphone Foldable Headphones with TF Card FM Radio and LED Light for Cellphones and All Bluetooth Enabled Devices (Black&Blue)",LYSB01N0H3FYQ-ELECTRNCS,,7 x 5 x 2 ,,,"[{'info': '4.6 out of 5 stars', 'value': '2,210 ratings'}]",1 Lithium Polymer batteries required. (included),"November 22, 2016",No,RIWBOX,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2936Z88O10LVH&isAmazonFulfilled=1,"[{'info': 'Riwbox Bluetooth Headphones, Riwbox CT-7 Cat Ear LED Light Up Wireless Foldable Headphones Over Ear…', 'value': '/Riwbox-Bluetooth-Headphones-Microphone-Smartphones/dp/B07HL1H93Y/ref=pd_bxgy_2/138-1322235-5747808?_encoding=UTF8&pd_rd_i=B07HL1H93Y&pd_rd_r=000e8336-7d36-4603-9c6b-678f9098dfb7&pd_rd_w=cIN7F&pd_rd_wg=tmHc3&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=DQKFNZK27ECTQ1WHHRRR&psc=1&refRID=DQKFNZK27ECTQ1WHHRRR'}]",https://www.amazon.com/Bluetooth-Riwbox-Headphones-Microphone-Cellphones/product-reviews/B01N0H3FYQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
329,B01N0H4L2N,"APPHOME [Upgrade] Headphones Stand Hanger Hook Aluminum Stick-On Adhesive Under Desk Dual Headsets Holder Mount Gaming Accessories for All Headphones, Silver",8541765276,,3.6 x 1 x 1.6 ,,,"[{'info': '4.7 out of 5 stars', 'value': '182 ratings'}]",,"November 23, 2016",No,Apphome Direct,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A267ZPWPQ7R8DT&isAmazonFulfilled=1,"[{'info': 'Monoprice Under Desk Cable Tray - Steel with Power Supply and Wire Management - Workstream…', 'value': '/Monoprice-Under-Desk-Cable-Tray/dp/B07H48SY8G/ref=pd_bxgy_2/135-8386649-4595661?_encoding=UTF8&pd_rd_i=B07H48SY8G&pd_rd_r=14c53d5d-482b-491a-9748-1dd3c8ed1dc8&pd_rd_w=QpS5S&pd_rd_wg=6m2lQ&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=TFZAE10FR27623PFPBX5&psc=1&refRID=TFZAE10FR27623PFPBX5'}]",https://www.amazon.com/APPHOME-Aluminum-Adhesive-Headphone-Headphones/product-reviews/B01N0H4L2N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
330,B01N2XZH5Y,"Bluetooth Headphone V4.1 Wireless Noise Cancelling Headset in-Ear Earbuds with Microphone Handsfree for Driving or Business, and Secure Fit for iPhone Android Cell Phones",,,4.53 x 4.53 x 1.57 ,,,"[{'info': '3.8 out of 5 stars', 'value': '116 ratings'}]",1 Lithium Polymer batteries required. (included),"January 14, 2017",No,Hyvtom,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A38P4U0SKJPIX8&isAmazonFulfilled=1,"[{'info': 'Mpow Pro Trucker Bluetooth Headset V5.0, Wireless Headphones with Microphone for Cell Phone, Office…', 'value': '/Mpow-Bluetooth-Microphone-Wireless-Headphones/dp/B00UYL7LIY/ref=pd_bxgy_2/133-7071576-6168350?_encoding=UTF8&pd_rd_i=B00UYL7LIY&pd_rd_r=b84556ef-629b-4b86-af97-034df655cbd8&pd_rd_w=OrvaJ&pd_rd_wg=ch2DG&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=ZF10T3F8KWAQFWNDPFJN&psc=1&refRID=ZF10T3F8KWAQFWNDPFJN'}]",
331,B01N3768BK,"ReTrak Retractable Animalz Tangle-Free, Volume Limiting (85 dB) Over Ear Headphones for Kids, Rainbow Unicorn (ETAUDFUNIC)",ETAUDFUNIC,,9 x 3.72 x 9 ,"#1,207 in Over-Ear Headphones",3.8,"[{'info': '3.8 out of 5 stars', 'value': '480 ratings'}]",,"April 22, 2017",No,Brand: ReTrak,/ReTrak/b/ref=bl_dp_s_web_9311841011?ie=UTF8&node=9311841011&field-lbr_brands_browse-bin=ReTrak,"[{'info': 'Mpow CH6S Kids Headphones with Microphone Over Ear, On Ear Headphones for Kids with HD Sound Sharing…', 'value': '/Mpow-Headphones-Over-Ear-Function-Cellphone/dp/B07PD9V78L/ref=pd_bxgy_2/144-9349054-5579421?_encoding=UTF8&pd_rd_i=B07PD9V78L&pd_rd_r=aa0f337b-0744-40d8-9ce6-e58f1c4656ca&pd_rd_w=yOnhC&pd_rd_wg=rTpBu&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=T4RM65PX499V6GF7KT8S&psc=1&refRID=T4RM65PX499V6GF7KT8S'}]",/ReTrak-Retractable-Tangle-Free-Headphones-ETAUDFUNIC/product-reviews/B01N3768BK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
332,B01N40ORUU,"GoNovate G8 Bluetooth Earpiece Wireless Mini Earbud, 6 Hrs Playtime 2 Magnetic USB Chargers Invisible Headphone Tiny Smallest Headset Car Earphone with Mic for Audiobooks Podcast -Khaki (1 Piece)",G01M00804,,0.63 x 0.71 x 0.83 ,,,"[{'info': '4.2 out of 5 stars', 'value': '2,966 ratings'}]",1 Lithium Polymer batteries required.,"November 15, 2016",No,GoNovate,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2G0ZULOQGTCU8&isAmazonFulfilled=1,"[{'info': 'GoNovate G11 Bluetooth Earpiece Wireless Earbud Mini Invisible Headphone, 6 Hrs Playtime Magnetic…', 'value': '/GoNovate-Bluetooth-Magnetic-Playtime-Wireless/dp/B06X9WQZXG/ref=pd_bxgy_2/144-4006582-2742461?_encoding=UTF8&pd_rd_i=B06X9WQZXG&pd_rd_r=27e2343c-2eba-4a6f-a5eb-a4e9e1fbcbc2&pd_rd_w=8PkHQ&pd_rd_wg=ybAGZ&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=2DN9K5PYN51C528MTK46&psc=1&refRID=2DN9K5PYN51C528MTK46'}]",https://www.amazon.com/GoNovate-Wireless-Earpiece-Playtime-Audiobooks/product-reviews/B01N40ORUU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
333,B01N5K2QKQ,Samson QH4 4-Channel Studio Headphone Amplifier,SAQH4,,10 x 3 x 6 ,#39 in Headphone Amps,4.6,"[{'info': '4.6 out of 5 stars', 'value': '74 ratings'}]",,"December 29, 2016",No, Samson Technologies,/stores/Samson/page/00BC50D5-6FA3-4CA9-864F-1F922916B4BA?ref_=ast_bln,"[{'info': 'Behringer Microamp HA400 Ultra-Compact 4-Channel Stereo Headphone Amplifier, Silver', 'value': '/Behringer-HA400-Ultra-Compact-4-Channel-Headphone/dp/B000KIPT30/ref=pd_bxgy_2/139-9157838-9781301?_encoding=UTF8&pd_rd_i=B000KIPT30&pd_rd_r=31fb323e-c007-4300-b5e6-caa9bdefa2cd&pd_rd_w=zBAFw&pd_rd_wg=saNfw&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=PGSKDXM4CH3V6RDWQVN0&psc=1&refRID=PGSKDXM4CH3V6RDWQVN0'}]",/Samson-4-Channel-Headphone-Amplifier-SAQH4/product-reviews/B01N5K2QKQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
334,B01N5LWJWQ,"CERRXIAN Right Angle 1/4 Male to 1/8 Female Adapter, 90 Degree 6.35mm 3 Pole Male to 3.5mm Female Stereo TRS Headphone Audio Converter Connector(2-Pack)",4330148694,4.5 x 2.7 x 0.15 inches,,,,"[{'info': '4.5 out of 5 stars', 'value': '236 ratings'}]",,"February 3, 2017",No,Lemeng,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3MDC9KUHU6B27&isAmazonFulfilled=1,"[{'info': 'Oxsubor 1/4 Inch TRS to 3.5mm Right Angle Adapter,6.35mm Male to 3.5mm Female 90 Degree Stereo…', 'value': '/Oxsubor-Adapter-Headphone-Converter-Connector/dp/B07GB9HGYL/ref=pd_day0fbt_2/147-5743029-7943436?_encoding=UTF8&pd_rd_i=B07GB9HGYL&pd_rd_r=91f23938-0956-4944-b07b-41b76ae9509a&pd_rd_w=vWkOk&pd_rd_wg=sTrHx&pf_rd_p=6a05ef20-9a93-4152-93b4-38b758e10220&pf_rd_r=Q7TB48QSY8HQXCTQW5VN&psc=1&refRID=Q7TB48QSY8HQXCTQW5VN'}]",https://www.amazon.com/CERRXIAN-Headphone-Adapter-Converter-Connector/product-reviews/B01N5LWJWQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
335,B01N5UVZBP,"Sony XB950B1 Extra Bass Wireless Headphones with App Control, Black",MDR-XB950B1/B,,8.88 x 3 x 11.5 ,,,"[{'info': '4.4 out of 5 stars', 'value': '3,319 ratings'}]",1 Lithium Metal batteries required. (included),"March 2, 2017",No,GRAB_A_DEAL,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2SG3KCO6MGTE7&isAmazonFulfilled=1,"[{'info': 'LTGEM Headphones Case for Sony WH-CH700N or XB950B1 Wireless Bluetooth Noise Cancelling Headphones…', 'value': '/LTGEM-XB950B1-Wireless-Headphones-Control/dp/B0796LWMCR/ref=pd_bxgy_2/135-9110349-7609902?_encoding=UTF8&pd_rd_i=B0796LWMCR&pd_rd_r=498aa571-1420-4602-b44e-661ea373edd7&pd_rd_w=9fgGJ&pd_rd_wg=ROCnX&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=YKS98T9P46SGQ8PGV5P5&psc=1&refRID=YKS98T9P46SGQ8PGV5P5'}]",https://www.amazon.com/Sony-XB950B1-Wireless-Headphones-Control/product-reviews/B01N5UVZBP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
336,B01N7691X3,"in-Ear Lightning Earphones Earbuds Headphones-Mic and Volume Remote and Noise Isolation, MFI-Certified, Compatible with iPhone X/XS/XR/XS Max, 7/7P, 8/8P iPad, iPod",E008 Bright Black,,1.57 x 2.36 x 0.79 ,,,"[{'info': '4.0 out of 5 stars', 'value': '151 ratings'}]",,"September 17, 2018",No,Ronymarx Direct,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A39NWUW4QCXEZZ&isAmazonFulfilled=1,"[{'info': 'Apple MFi Certified Lightning Earbuds Headphones Earphones - with Microphone and Compact Controller…', 'value': '/Certified-Lightning-Earbuds-Headphones-Earphones/dp/B07ZTHJFGB/ref=pd_bxgy_2/147-4048523-0234512?_encoding=UTF8&pd_rd_i=B07ZTHJFGB&pd_rd_r=6152c50b-645a-4257-a72b-d4306b25fa66&pd_rd_w=t14z3&pd_rd_wg=UxKO1&pf_rd_p=bd257e40-8799-42ac-88d0-f76e0faf3886&pf_rd_r=YT60RG04DWFN2PB000PC&psc=1&refRID=YT60RG04DWFN2PB000PC'}]",https://www.amazon.com/Certified-Microphone-Noise-Isolating-Headphones-Black/product-reviews/B01N7691X3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
337,B01N76ASBS,"Headphone Hanger, AmoVee Acrylic Under-Desk Stick-on Headphone Hanger Multifunctional Headset Hanger, 3M Strong Adhesive, Black",4330150034,4.02 x 2.83 x 2.05 inches,,,,"[{'info': '4.6 out of 5 stars', 'value': '761 ratings'}]",,"November 18, 2016",No,AmoVee,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2MDIV8MZ9V1IX&isAmazonFulfilled=1,"[{'info': 'Alex Tech 10ft - 1/2 inch Cord Protector Wire Loom Tubing Cable Sleeve Split Sleeving For USB Cable…', 'value': '/Alex-Tech-10ft-Protector-Sleeving/dp/B07FW3GTXB/ref=pd_bxgy_2/131-7665126-0016719?_encoding=UTF8&pd_rd_i=B07FW3GTXB&pd_rd_r=6de36413-c87a-4717-93fc-faf0947d4c8b&pd_rd_w=yfwTS&pd_rd_wg=dye6R&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=0C1109FHJ6WFA6R1W87D&psc=1&refRID=0C1109FHJ6WFA6R1W87D'}]",https://www.amazon.com/Headphone-Hanger-AMOVEE-Acrylic-Under-Desk/product-reviews/B01N76ASBS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
338,B01N9MBTTI,G-Galice Kids Headphones for Kids Boys School Adults with Microphone Volume Control with Removable Audio Cable Black/Green,,,,,,"[{'info': '4.3 out of 5 stars', 'value': '347 ratings'}]",,"December 29, 2016",No,Galice,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AR1BMX991TJ1S&isAmazonFulfilled=1,"[{'info': 'BestGot Children Kids Headphones for Kids Boys Adult with Microphone Volume Control Foldable Headset…', 'value': '/Headphones-Microphone-Included-Foldable-Removable/dp/B01M5CD25X/ref=pd_bxgy_2/131-9524965-9703264?_encoding=UTF8&pd_rd_i=B01M5CD25X&pd_rd_r=d135cc75-e248-475e-a88e-b0834413f900&pd_rd_w=N97lr&pd_rd_wg=8eWzP&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=HP0Y6ZFPE9J0H6XCKRBT&psc=1&refRID=HP0Y6ZFPE9J0H6XCKRBT'}]",
339,B01N9XT0LE,JVC HAFX38MB Black Marshmallow in-Ear Headphones w/Remote/Mic,HA-FR38M-B-E,,12.2 x 7.48 x 2.36 ,,,"[{'info': '4.2 out of 5 stars', 'value': '82 ratings'}]",,"September 7, 2017",No,Click & Save 255,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1V6XDKYY7ILEZ&isAmazonFulfilled=1,"[{'info': 'JVC Memory Foam Earbud Marshmallow Memory Foam Earbud Black (HAFX38B)', 'value': '/JVC-Memory-Earbud-Marshmallow-HAFX38B/dp/B072DZLCM9/ref=pd_bxgy_2/142-5267849-1258528?_encoding=UTF8&pd_rd_i=B072DZLCM9&pd_rd_r=acd65d1e-a4a7-4270-934c-ee2f860cd836&pd_rd_w=WoyXa&pd_rd_wg=NcNso&pf_rd_p=bd257e40-8799-42ac-88d0-f76e0faf3886&pf_rd_r=BNN2178JH3EQ6K7GC9E5&psc=1&refRID=BNN2178JH3EQ6K7GC9E5'}]",https://www.amazon.com/JVC-HAFX38MB-Marshmallow-headphones-Remote/product-reviews/B01N9XT0LE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
340,B01NAHRH9X,"Libratone Q Adapt Active Noise Cancelling Headphones, Wireless Bluetooth Over Ear Headset w/Mic, CSR 8670 Chip, aptX Lossless Hi-Fi Sound with Deep Bass, 20 Hours Playtime for Travel Work TV-Black",LP0030000EU5002,,7.5 x 2.4 x 7.5 ,,,"[{'info': '4.0 out of 5 stars', 'value': '143 ratings'}]",1 Lithium ion batteries required. (included),"September 1, 2016",No,Peachy Products Co.,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=APFPPTT38TARK&isAmazonFulfilled=1,"[{'info': 'Soundcore by Anker Life Q30 Hybrid Active Noise Cancelling Headphones with Multiple Modes, Hi-Res…', 'value': '/Soundcore-Cancelling-Headphones-Comfortable-Bluetooth/dp/B08HMWZBXC/ref=pd_day0fbt_2/144-4356615-2431103?_encoding=UTF8&pd_rd_i=B08HMWZBXC&pd_rd_r=ccf8837c-5be6-4bbc-8e8e-cd69feaae8ab&pd_rd_w=PoHIN&pd_rd_wg=CmEgP&pf_rd_p=6a05ef20-9a93-4152-93b4-38b758e10220&pf_rd_r=YKW0E6TCEDFD36BQRHWA&psc=1&refRID=YKW0E6TCEDFD36BQRHWA'}]",https://www.amazon.com/Libratone-Wireless-Cancelling-Headphones-Stormy/product-reviews/B01NAHRH9X/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
341,B01NBAVDIG,Mi in-Ear Headphones Pro HD Silver,ZBW4369TY,,4.69 x 3.03 x 1.46 ,,,"[{'info': '4.3 out of 5 stars', 'value': '1,287 ratings'}]",1 Lithium ion batteries required.,"November 22, 2016",No,SGV Top Shelf,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A5CZZ4X42YE3O&isAmazonFulfilled=1,"[{'info': 'Xiaomi Piston in-Ear Headphones Earphones Earbuds Headset with Remote & Mic - 2017 Colorful Fresh…', 'value': '/Xiaomi-Headphones-Earphones-Earbuds-Headset/dp/B0777LNLSJ/ref=pd_bxgy_2/130-3626907-5311300?_encoding=UTF8&pd_rd_i=B0777LNLSJ&pd_rd_r=62ac0945-133c-4573-914c-17c758d54d57&pd_rd_w=9HHVq&pd_rd_wg=zuOAg&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=8T0SNZF0EATGHJ14T4G1&psc=1&refRID=8T0SNZF0EATGHJ14T4G1'}]",https://www.amazon.com/Xiaomi-QTEJ02JY-Original-Headphone-Mic-Silver/product-reviews/B01NBAVDIG/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
342,B01NCIVOSS,JBL E35 On Ear Signature Headphones With Mic,JBLE35WHT,,10 x 3 x 9 ,,,"[{'info': '4.5 out of 5 stars', 'value': '63 ratings'}]",1 Lithium ion batteries required. (included),"August 3, 2017",No,ableseller,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2P3M54SC5TG78&isAmazonFulfilled=1,"[{'info': 'JBL JBLE35BLK On Ear Signature Headphones W Mic, Black', 'value': '/JBL-JBLE35BLK-Signature-Headphones-Black/dp/B01MTV9A8E/ref=pd_bxgy_2/135-2900242-3316437?_encoding=UTF8&pd_rd_i=B01MTV9A8E&pd_rd_r=81654a57-c287-4308-95e3-862e5d63b150&pd_rd_w=ny3Ow&pd_rd_wg=S4CqK&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=FEJMBEEJV1P2HN7Z2N83&psc=1&refRID=FEJMBEEJV1P2HN7Z2N83'}]",https://www.amazon.com/JBL-E35-Ear-Signature-Headphones/product-reviews/B01NCIVOSS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
343,B01NCOEFQT,"ISOtunes PRO Bluetooth Earplug Headphones, 27 dB Noise Reduction Rating, 10 Hour Battery, Noise Cancelling Mic, OSHA Compliant Bluetooth Hearing Protector (Safety Orange)",IT-01,,5 x 6.5 x 2 ,,,"[{'info': '4.0 out of 5 stars', 'value': '3,164 ratings'}]",1 Lithium ion batteries required. (included),"December 21, 2016",No,ISOtunes®,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AN83U6ROFP3F2&isAmazonFulfilled=1,"[{'info': 'ISOtunes Original Noise Isolating Bluetooth Earbuds, 26 dB Noise Reduction Rating Earplug Headphones…', 'value': '/ISOtunes-Isolating-Bluetooth-Headphones-Cancelling/dp/B01II43CJK/ref=pd_bxgy_2/146-9757848-7629834?_encoding=UTF8&pd_rd_i=B01II43CJK&pd_rd_r=d3fc58e8-93b5-4315-b751-0680fc9b9432&pd_rd_w=1selT&pd_rd_wg=OOgnt&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=TV3WZCT645RSWQ2JQGEH&psc=1&refRID=TV3WZCT645RSWQ2JQGEH'}]",https://www.amazon.com/ISOtunes-Bluetooth-Headphones-Reduction-Cancelling/product-reviews/B01NCOEFQT/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
344,B01NCOEFQT,"ISOtunes PRO Bluetooth Earplug Headphones, 27 dB Noise Reduction Rating, 10 Hour Battery, Noise Cancelling Mic, OSHA Compliant Bluetooth Hearing Protector (Safety Orange)",IT-01,,5 x 6.5 x 2 ,,,"[{'info': '4.0 out of 5 stars', 'value': '3,164 ratings'}]",1 Lithium ion batteries required. (included),"December 21, 2016",No,ISOtunes®,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AN83U6ROFP3F2&isAmazonFulfilled=1,"[{'info': 'ISOtunes Original Noise Isolating Bluetooth Earbuds, 26 dB Noise Reduction Rating Earplug Headphones…', 'value': '/ISOtunes-Isolating-Bluetooth-Headphones-Cancelling/dp/B01II43CJK/ref=pd_bxgy_2/137-8281806-7378664?_encoding=UTF8&pd_rd_i=B01II43CJK&pd_rd_r=b887296f-6c01-4c74-a52c-0a6df0253117&pd_rd_w=mbdaw&pd_rd_wg=uxKOb&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=AZ2BES8E6H6T145T6NYY&psc=1&refRID=AZ2BES8E6H6T145T6NYY'}]",https://www.amazon.com/ISOtunes-Bluetooth-Headphones-Reduction-Cancelling/product-reviews/B01NCOEFQT/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
345,B06VYFKH6G,Beats by Dr. Dre - Beats Solo3 Wireless On-Ear Headphones - Black (Renewed),Beats Solo 3,12.87 x 7.24 x 4.17 inches,,,,"[{'info': '4.6 out of 5 stars', 'value': '4,824 ratings'}]",1 Lithium ion batteries required.,"February 21, 2017",No,JUST-FOR-THE-DEAL,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=ANRTEMWXYUZUF&isAmazonFulfilled=1,"[{'info': 'Original Replacement AUX Audio Cable Cord for Beats by Dre Headphones Solo/Studio/Pro/Wireless/Mixr…', 'value': '/Original-Replacement-Headphones-Discontinued-Manufacturer/dp/B07PQ43CVZ/ref=pd_bxgy_2/145-5898017-0441122?_encoding=UTF8&pd_rd_i=B07PQ43CVZ&pd_rd_r=e3a22365-36f6-4a9c-bef7-5e3672dec89d&pd_rd_w=NEMQc&pd_rd_wg=dfhrF&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=V33ZETR00WXYV611DDPP&psc=1&refRID=V33ZETR00WXYV611DDPP'}]",https://www.amazon.com/Beats-Solo3-Wireless-Ear-Headphones/product-reviews/B06VYFKH6G/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
346,B06W9FHQF4,Elf Earbuds Headphones in-Ear Headphones Hands-Free Headset with Mic for iPhone/iPad Android/Computer Cosplay Headset,612032513658,,3.7 x 2.09 x 2.09 ,,,"[{'info': '4.4 out of 5 stars', 'value': '918 ratings'}]",,"February 10, 2017",No,may-store,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AMZ93XEK6RB8X&isAmazonFulfilled=1,"[{'info': 'Fxaelian Animal Faux Fur Fox Cat Dog Ears Headband Halloween Cosplay Costume Party Headbands for…', 'value': '/Fxaelian-Headband-Halloween-Cosplay-Headbands/dp/B07ZBQM44P/ref=pd_bxgy_2/134-7289327-1084351?_encoding=UTF8&pd_rd_i=B07ZBQM44P&pd_rd_r=11951613-ea83-4875-bb34-851881bbeb12&pd_rd_w=veY0W&pd_rd_wg=7Mrwf&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=XFS1T3NYEZCCWW0A4TRR&psc=1&refRID=XFS1T3NYEZCCWW0A4TRR'}]",https://www.amazon.com/Earbuds-Headphones-Hands-free-Headset-Computer/product-reviews/B06W9FHQF4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
347,B06WGRWQZ6,"Lavince Sleep Headphones Bluetooth Sports Headband, Wireless Sports Headband Headphones with Ultra-Thin HD Stereo Speakers Perfect for Workout,Jogging,Yoga,Insomnia,Side Sleepers,Air Travel,Meditation",,4.33 x 3.19 x 1.26 inches,,,,"[{'info': '4.4 out of 5 stars', 'value': '39 ratings'}]",2 Lithium ion batteries required. (included),"December 15, 2020",,Kevins-USA,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3QYZYAGUZ98Y9&isAmazonFulfilled=1,"[{'info': 'Lavince Sleep Headphones Bluetooth Sports Headband, Wireless Sports Headband Headphones with Ultra…', 'value': '/Lavince-Headphones-Bluetooth-Ultra-Thin-Meditation/dp/B08QMQM5FB/ref=pd_bxgy_2/138-0855032-7699066?_encoding=UTF8&pd_rd_i=B08QMQM5FB&pd_rd_r=fc2375e4-f522-492d-ac3c-3b8e4b160f8f&pd_rd_w=3Kvkb&pd_rd_wg=knkSd&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=YY88JWNGGZSZTH0NQF5S&psc=1&refRID=YY88JWNGGZSZTH0NQF5S'}]",
